Granulation_Time,Binder_Amount,Drying_Temp,Drying_Time,Compression_Force,Machine_Speed,Lubricant_Conc,Moisture_Content,avg_power,max_power,power_std,avg_temperature,max_temperature,avg_vibration,power_x_time,temp_x_time,force_x_speed,power_temp_ratio,moisture_drying,Predicted_Energy_kWh,Predicted_Dissolution_Rate,Carbon_kg
81.556372885293,5.161933016775162,74.93905793116816,17.716261655464706,14.988359665161422,67.84387684004824,1.303781332585078,2.375955855420909,21.0,57.5,15.9,35.2,66.5,2.8,2084.725325355912,1327.639958522603,1016.8684271575581,0.580110497237569,42.093055616470295,25.413042,92.003746,17.78913
52.2982422858134,5.11382829843705,72.69081314902436,16.96190777390788,15.251329078447672,54.93511249705378,1.660332437859036,2.513054596834644,21.0,57.5,15.9,35.2,66.5,2.8,1454.4631512541469,1232.9748686441214,837.8334786541104,0.580110497237569,42.626200302304476,25.413042,91.94015,17.78913
72.76913763412188,5.659469253154467,73.66786424442743,15.59105035687482,15.264900673529239,41.84309265989254,1.6300815309075585,2.7066656848656923,21.0,57.5,15.9,35.2,66.5,2.8,1855.5639478109306,1148.5593811182862,638.7306533265399,0.580110497237569,42.19976099196608,25.413042,91.94015,17.78913
78.80995442792461,5.142478044956968,71.87157260671951,17.077780284331325,15.920399305016378,41.933843077769374,0.5062345214675529,2.2955326912648224,21.0,57.5,15.9,35.2,66.5,2.8,2013.6424289573747,1227.4069256669218,667.6035261919855,0.580110497237569,39.202602936920414,25.413042,91.69957,17.78913
69.33127137906436,5.859019656885787,72.36616865611055,17.43364935747929,14.565363967887603,51.26936496404317,0.9984880554308444,2.6857388325519174,21.0,57.5,15.9,35.2,66.5,2.8,1822.0633354674164,1261.6064096948396,746.7569611037535,0.580110497237569,46.82222907247591,25.413042,91.7347,17.78913
40.207945052768416,5.02685528846945,74.71536424655241,15.375404013363942,15.271419555917264,58.55274010760859,1.5332406112723385,2.013065879115259,21.0,57.5,15.9,35.2,66.5,2.8,1167.2503303887795,1148.7789112963908,894.183460331875,0.580110497237569,30.951701196914765,25.413042,92.10485,17.78913
52.74005476695419,5.973533460962267,71.57734701116185,17.609250575643376,15.464374858397619,48.51996582961813,1.2061442116481573,2.432279169743133,21.0,57.5,15.9,35.2,66.5,2.8,1477.3354121945488,1260.4234390593274,750.3309397058582,0.580110497237569,42.83061336992466,25.413042,91.94015,17.78913
36.229227372265484,5.232770414446307,74.89571810141388,16.09792725503058,15.333609981776053,69.7841085633228,1.9733176443620608,1.9196358759089542,21.0,57.5,15.9,35.2,66.5,2.8,1098.8702471732174,1205.6658217098377,1070.0423036359102,0.580110497237569,30.902158686529255,25.413042,92.10485,17.78913
51.23479832437665,5.1549923093111145,71.45882484875307,16.64861047052602,16.304801174678232,63.338427495684115,0.6057502008425254,2.8861585241826093,21.0,57.5,15.9,35.2,66.5,2.8,1425.5515846929559,1189.6901395884352,1032.7204670339024,0.580110497237569,48.05052902530451,25.413042,91.51251,17.78913
79.98387713451685,5.027473467621642,73.07024767406838,18.403856118970232,15.849861311998138,68.30124699561162,1.5929420709560773,2.5048358915742117,21.0,57.5,15.9,35.2,66.5,2.8,2066.142398323229,1344.7743247710737,1082.5652923169737,0.580110497237569,46.09863935016431,25.413042,91.51251,17.78913
67.39042280125275,5.822568926265411,72.70184092562347,16.723044532586364,15.454909009711749,57.19504504586442,1.671607024711406,2.631463506234302,21.0,57.5,15.9,35.2,66.5,2.8,1766.3828140106214,1215.7961234002112,883.9442169901993,0.580110497237569,44.00608140063209,25.413042,91.94015,17.78913
89.7697646297861,5.939855890027137,74.97020748768043,16.419760780867374,14.628390315925593,40.77348771599468,1.1837979248108275,2.6749677072902918,21.0,57.5,15.9,35.2,66.5,2.8,2229.980033623723,1230.9928726397047,596.4504928511677,0.580110497237569,43.92232985025185,25.413042,92.003746,17.78913
57.229100238112814,6.0565137090105114,74.46955966995755,18.507350208879416,15.11349211353408,64.24351168157523,1.3477383798656304,1.8992473721191803,21.0,57.5,15.9,35.2,66.5,2.8,1590.4654593868368,1378.234220712947,970.9438071452219,0.580110497237569,35.15003624910359,25.413042,92.16845,17.78913
59.18057748952509,5.189205495809498,73.904837785473,17.363863518442336,15.120985186405921,65.64948899161683,1.1532923310401333,2.7217937831639984,21.0,57.5,15.9,35.2,66.5,2.8,1607.4332611673162,1283.2735166595735,992.6849505373567,0.580110497237569,47.2608557762045,25.413042,91.7347,17.78913
63.347561876271904,5.499977446510722,74.29158208330438,16.900329560934246,14.673995898842925,61.95704305897024,1.9559603168784643,1.9749054010364264,21.0,57.5,15.9,35.2,66.5,2.8,1685.205720181329,1255.552220811042,909.1573957517638,0.580110497237569,33.37655212918462,25.413042,92.16845,17.78913
56.276864419713775,5.356100074676687,73.47507187049018,17.83762008897598,15.471775804300913,68.52704183601824,1.008454956469451,2.911555097040913,21.0,57.5,15.9,35.2,66.5,2.8,1556.4041746824848,1310.6204180360098,1060.2350278188235,0.580110497237569,51.935213689137406,25.413042,91.671104,17.78913
54.63467158160584,5.39727219193437,73.109635611845,17.013935802048135,15.204405729759944,64.78890841965162,1.548745772422753,1.8929011480446376,21.0,57.5,15.9,35.2,66.5,2.8,1504.6207550567335,1243.8826468110628,985.0768504006434,0.580110497237569,32.205698612454675,25.413042,92.10485,17.78913
73.00435618897247,5.663489065876401,73.49981553752869,15.386145237239889,15.903151233332881,55.86600532866628,1.7338689253099906,1.8956291705387187,21.0,57.5,15.9,35.2,66.5,2.8,1856.2005299504594,1130.8788367707575,888.4455315439606,0.580110497237569,29.16642573385731,25.413042,91.84735,17.78913
77.11823037275175,5.517808625652805,74.51763149901736,16.663266713638787,16.15369590199231,48.69183430116665,1.2408346330338973,2.1317148505527115,21.0,57.5,15.9,35.2,66.5,2.8,1969.4114388142013,1241.707168536777,786.5530842112444,0.580110497237569,35.52133311218448,25.413042,91.84735,17.78913
55.92013549326575,6.044675165774845,71.61128922293602,18.617766950146166,16.039781987419005,62.42655550095334,1.0353633515369989,2.1404915726050713,21.0,57.5,15.9,35.2,66.5,2.8,1565.29595131165,1333.2422937521367,1001.3083404608042,0.580110497237569,39.85117325751309,25.413042,91.84735,17.78913
51.29822886849682,5.69150386075818,73.43331399705187,15.399433480575135,15.09196277375234,66.77942702446221,1.3258261330127377,2.290164770467044,21.0,57.5,15.9,35.2,66.5,2.8,1400.6509093305112,1130.8314341557873,1007.8326267056946,0.580110497237569,35.267240042363866,25.413042,92.16845,17.78913
70.38829075902734,5.68562762974882,74.96609425366157,16.071293733394693,14.485695773982268,63.02058091719321,1.0409517560318466,1.8233964722541933,21.0,57.5,15.9,35.2,66.5,2.8,1815.6512743408628,1204.802120795947,912.8969626660933,0.580110497237569,29.30434029803281,25.413042,92.16845,17.78913
87.9963180565448,5.134249455611818,71.56103010084826,18.59031394213822,15.397007796929032,47.8751617718826,0.5619523187692658,2.0632884877534985,21.0,57.5,15.9,35.2,66.5,2.8,2238.3192719723434,1330.342015597572,737.1342390809151,0.580110497237569,38.357180740537146,25.413042,91.95707,17.78913
37.02403706137875,5.541906981213527,71.07354837150832,16.225768343815737,15.576571211853008,40.76209027486222,0.7437870925245464,2.082433317850029,21.0,57.5,15.9,35.2,66.5,2.8,1118.2459135090842,1153.2229312490763,634.9336019103722,0.580110497237569,33.78908060687817,25.413042,91.84735,17.78913
42.488094544464865,6.299769497684487,74.05763872066309,15.069753265777889,15.672973455751086,40.06772912257284,0.9717727688807578,2.305188648470577,21.0,57.5,15.9,35.2,66.5,2.8,1208.7148040150978,1116.0303429665116,627.9804549703089,0.580110497237569,34.738624163523596,25.413042,91.781555,17.78913
50.33989486665293,5.609048541819762,58.375911270992404,22.39216270529902,17.10881494578446,59.945035898563575,1.0448950501891179,2.489027540084743,21.0,57.5,15.9,35.2,66.5,2.8,1527.3732090109906,1307.162903250161,1025.5885261069304,0.580110497237569,55.734709655547746,25.413326,91.693665,17.789328
69.72692664955754,6.096134215880849,58.165844840506566,22.270377313535732,17.60589190943842,40.558387426990194,1.4031690970583688,2.459519716332111,21.0,57.5,15.9,35.2,66.5,2.8,1931.9433832249588,1295.3753113586567,714.0665850607156,0.580110497237569,54.77443209279649,25.424423,91.693665,17.797096
33.50651927541338,5.450242560880006,63.841804674573176,19.614549141457776,17.51996623266382,62.521582913069615,1.6052437433064106,2.7991723578614756,21.0,57.5,15.9,35.2,66.5,2.8,1115.5424367542942,1252.2282150687643,1095.3760214496708,0.580110497237569,54.904503768684144,25.433426,91.68793,17.803398
61.3469000182705,5.796403556885779,56.49741436835977,23.16339803558497,17.62193964688116,43.17280807809819,0.5847068373563684,1.7803325997729924,21.0,57.5,15.9,35.2,66.5,2.8,1774.716259130965,1308.6720969956946,760.7886183386297,0.580110497237569,41.23855264426961,25.437044,92.05477,17.805931
78.15119035127785,5.1023573040012,55.92015668868437,15.08539963672439,17.338578129356762,69.694153184248,1.2471100800631376,2.5450352058111996,21.0,57.5,15.9,35.2,66.5,2.8,1957.968389748047,843.5779113970501,1208.3975201444423,0.580110497237569,38.39287316919505,25.437044,92.227295,17.805931
37.08917536336091,5.170773139305168,57.80848476697497,19.17098686498557,17.20952923166083,66.21941200860826,1.5285095217092035,2.4027400250212816,21.0,57.5,15.9,35.2,66.5,2.8,1181.463406795276,1108.2457021523956,1139.6049066655362,0.580110497237569,46.06289745965809,25.437044,91.69237,17.805931
81.45404635999387,5.691681506287095,57.40553633466801,17.753855590380795,17.860017436455387,47.44102003389688,0.9134470665542875,1.5096474819816075,21.0,57.5,15.9,35.2,66.5,2.8,2083.3659409578677,1019.1696021740535,847.2974450086276,0.580110497237569,26.80206338748345,25.437044,92.02721,17.805931
70.00381713087867,5.247126947224348,59.4511635440233,22.347523258801065,17.554764692945138,45.056223804206745,0.786014667117722,1.7828364019380925,21.0,57.5,15.9,35.2,66.5,2.8,1939.3781481832743,1328.5862600628466,790.9514068355228,0.580110497237569,39.841977958948725,25.437044,92.02721,17.805931
34.062100068928785,5.019485533342205,58.36360946829992,22.112180429922546,17.43021969276418,43.47253600890599,1.9312503364138192,1.8020452477702609,21.0,57.5,15.9,35.2,66.5,2.8,1179.659890475878,1290.5466631045838,757.7358532368331,0.580110497237569,39.84714966158049,25.437044,92.02721,17.805931
69.69348200305149,5.009740177872089,60.451528926979975,16.163113069296934,16.963199146027982,48.50715089144464,0.5234210977004562,1.7384707418473544,21.0,57.5,15.9,35.2,66.5,2.8,1802.9884965193169,977.0848972586517,822.8364605780041,0.580110497237569,28.099099168143308,25.437044,91.78889,17.805931
31.590751360507674,5.800560841065001,58.640604895469146,23.168887994066644,17.146973907253077,66.883004416062,1.8665899051312254,2.2569319571298214,21.0,57.5,15.9,35.2,66.5,2.8,1149.9524264460606,1358.6376067274407,1146.8411315609073,0.580110497237569,52.29060372497045,25.437044,91.75816,17.805931
79.06663275341735,5.563847889461872,58.69153311276456,21.974263513977583,17.927682786094007,43.64422137232259,1.3596383490773767,1.7850834467360035,21.0,57.5,15.9,35.2,66.5,2.8,2121.858821615294,1289.7032146592294,782.4397562090638,0.580110497237569,39.225894053016304,25.437044,92.02721,17.805931
76.87046581617722,5.769742063593392,58.11582194804514,15.3564468544505,17.766363960487343,54.39180073196061,1.7528157384615577,2.1538622242887167,21.0,57.5,15.9,35.2,66.5,2.8,1936.765166083182,892.452531147863,966.3445282703141,0.580110497237569,33.07567077909822,25.437044,92.02721,17.805931
31.219853759894384,5.032356572679791,57.71526746330981,23.57591172114502,17.896047332399963,51.602714640100444,0.9143792296757419,1.961551938953437,21.0,57.5,15.9,35.2,66.5,2.8,1150.7110751018274,1360.6900506772654,923.4846236795661,0.580110497237569,46.24537534920707,25.437044,91.75816,17.805931
89.2978340116853,6.195625698489828,60.940126826455476,20.399719765597467,17.065971682692908,50.05691595170376,1.725118609493654,1.9285101535196707,21.0,57.5,15.9,35.2,66.5,2.8,2303.648629322938,1243.1615097396602,854.2699101547153,0.580110497237569,39.34106669691063,25.437044,92.02721,17.805931
51.73475273941305,5.850220186879448,60.191702931569765,17.575016984725508,16.969888312981194,40.39371791573674,1.1550574167716314,1.8267922010712851,21.0,57.5,15.9,35.2,66.5,2.8,1455.5051642069097,1057.8702013618908,685.4768815761199,0.580110497237569,32.10590396139193,25.437044,92.02721,17.805931
43.68604396545493,5.514753746586706,60.4413128469577,22.115941415394197,17.069909755460273,66.93927517650064,1.432134757771946,1.8405608580969621,21.0,57.5,15.9,35.2,66.5,2.8,1381.8416929978314,1336.7165339928292,1142.647386358788,0.580110497237569,40.705736109140084,25.437044,92.02721,17.805931
52.691865958065385,5.603490057680297,61.71163641545846,16.981045957066545,16.942055360641596,54.05226154995858,1.4562069805662763,2.75304647182893,21.0,57.5,15.9,35.2,66.5,2.8,1463.1311502177707,1047.9281340566813,915.7564075472774,0.580110497237569,46.74960866006697,25.437044,91.68663,17.805931
64.85205397641509,6.126948574192161,60.33026115355881,16.74208269097571,17.49356286075188,69.3969804848017,0.6609508836674401,1.7909758968478284,21.0,57.5,15.9,35.2,66.5,2.8,1713.4768700152067,1010.0542210010412,1214.00044045725,0.580110497237569,29.984666562570727,25.437044,92.02721,17.805931
41.75920698104579,5.4540500917819585,55.330254721209606,18.342312598293763,16.97559846957783,50.419534880684,1.832177494292338,1.6499579822357449,21.0,57.5,15.9,35.2,66.5,2.8,1262.1319111661305,1014.8848282396459,855.9017791573652,0.580110497237569,30.264045084218058,25.437044,92.29309,17.805931
68.30667026267756,5.983858692100336,56.51428951656526,16.61877964779261,17.089561066036126,65.1758814724561,1.8408020683006656,1.7213013056983386,21.0,57.5,15.9,35.2,66.5,2.8,1783.4344481198734,939.1985244273541,1113.827206456271,0.580110497237569,28.605927106858395,25.437044,92.29309,17.805931
61.453150727629236,5.240045038757495,56.75559821222288,18.08415659065095,16.904097778905026,63.6447693398687,1.5976441714833507,2.2166540313107252,21.0,57.5,15.9,35.2,66.5,2.8,1670.2834536838839,1026.3771254659075,1075.8574040369972,0.580110497237569,40.086318609520845,25.437044,92.29309,17.805931
33.85977503815375,6.054627746808098,58.36760394635407,17.02580911945539,17.39223679477225,52.858780240199714,1.413237904161795,2.4949952911767417,21.0,57.5,15.9,35.2,66.5,2.8,1068.597267309792,993.7556835505954,919.3324226203817,0.580110497237569,42.47931358151522,25.437044,91.96141,17.805931
81.80336157765196,5.460786435694916,55.525153593733165,16.312267790864798,17.52063037547143,60.65242930492639,1.3073467675770725,1.7106051153636461,21.0,57.5,15.9,35.2,66.5,2.8,2060.428216738852,905.7411745498742,1062.668795226027,0.580110497237569,27.903848726234965,25.437044,92.29309,17.805931
89.0263581422781,5.200124366470685,55.08275595637522,18.082350077535718,17.82369623808612,42.56892714459323,1.8174811032614333,2.425156201161011,21.0,57.5,15.9,35.2,66.5,2.8,2249.28287261609,996.0256764386426,758.7356266064486,0.580110497237569,43.852523422100035,25.437044,92.227295,17.805931
69.7837427711313,6.1622577769022975,57.07694410942958,18.87774575688546,17.51770431290012,55.268613601485995,1.4611402069936774,2.6463751187607376,21.0,57.5,15.9,35.2,66.5,2.8,1861.891259088352,1077.484039477773,968.1792308547614,0.580110497237569,49.95759666931277,25.437044,91.69237,17.805931
56.19018661456956,5.200979839377491,61.156342589683476,21.088061433738623,16.90552258147787,69.40447920155044,1.8380809047312074,2.411599132994681,21.0,57.5,15.9,35.2,66.5,2.8,1622.843209014472,1289.668709594011,1173.3189903975224,0.580110497237569,50.85595067014263,25.437044,91.68663,17.805931
52.667919915341926,6.024527757781297,60.00005423346225,16.61592926203325,17.280504685854254,53.054282516497196,1.3083749871953838,2.2571234350346456,21.0,57.5,15.9,35.2,66.5,2.8,1454.9608327248786,996.9566568613675,916.8047776309652,0.580110497237569,37.50420333221318,25.437044,92.02721,17.805931
74.50130918665876,5.721985463592997,60.33226917274236,19.992893784248746,17.13908009025786,50.449635973019575,1.2411860941802388,1.9178137833631985,21.0,57.5,15.9,35.2,66.5,2.8,1984.3782623890577,1206.216649333343,864.6603514659365,0.580110497237569,38.342647268748664,25.437044,92.02721,17.805931
64.35953015870234,5.534341396905093,61.166538969734084,18.65384136881487,16.807389485980618,51.882183374125844,0.7469004887009699,1.6656414787871547,21.0,57.5,15.9,35.2,66.5,2.8,1743.2808020778614,1140.9909150208525,872.0040633520011,0.580110497237569,31.070611922613804,25.437044,92.02147,17.805931
83.68839285382947,5.32581396230438,61.37221522321543,18.58341061928066,17.445693980681618,44.95183969042168,1.39379157716662,2.032858543084164,21.0,57.5,15.9,35.2,66.5,2.8,2147.7078729353125,1140.5050761078796,784.2160391077546,0.580110497237569,37.77744503704566,25.437044,92.02147,17.805931
88.08533116686854,5.816807871838202,59.59065599445969,19.957804683954734,16.51029965289295,48.28374658664693,0.6310439193516859,2.16388031011744,21.0,57.5,15.9,35.2,66.5,2.8,2268.905852867289,1189.2986733261628,797.179124509888,0.580110497237569,43.18630058877927,25.437765,92.07378,17.806435
89.87116752453916,5.427963887084015,57.976216789144054,17.105960688253695,16.670068306217928,64.97489620089078,1.925692615939314,2.5436049774101677,21.0,57.5,15.9,35.2,66.5,2.8,2246.5196924686497,991.738885248772,1083.1359578582692,0.580110497237569,43.510806750024756,25.437765,92.00798,17.806435
72.05483790248222,5.5552441080399255,59.93797677822407,17.814643233892816,16.750454653748825,66.0088835058764,1.6798508578949656,1.7889339535310884,21.0,57.5,15.9,35.2,66.5,2.8,1887.259103863876,1067.7736724654142,1105.6788099097714,0.580110497237569,31.86922015115373,25.437765,92.07378,17.806435
52.495515217327274,5.286311796708664,55.81822293430009,16.564278903090283,16.59489459355547,41.608336205874664,1.6106394173656804,2.8524030684002306,21.0,57.5,15.9,35.2,66.5,2.8,1450.2556765287688,924.5886125586171,690.4859535497078,0.580110497237569,47.24799996901193,25.437765,92.00482,17.806435
67.13277333169594,5.849233473967354,59.990305772216416,21.60757066937248,16.575594157622202,50.039746597026465,1.7841793550412084,2.1922110708241442,21.0,57.5,15.9,35.2,66.5,2.8,1863.547224022437,1296.2447714504299,829.4385313425673,0.580110497237569,47.36835563501341,25.437765,91.80473,17.806435
78.99946266664921,6.251411486231491,61.386619549917334,18.991822400278334,16.60029236778804,56.07462683015048,1.104515923645699,1.7178081581454312,21.0,57.5,15.9,35.2,66.5,2.8,2057.8169864054785,1165.843776245484,930.8551997951095,0.580110497237569,32.62430745724727,25.437765,92.06804,17.806435
75.01419180604996,5.7824274683997485,56.03906547447616,23.396933791393778,16.65023395582468,45.7466006952627,1.4818136371027912,1.7034230638491796,21.0,57.5,15.9,35.2,66.5,2.8,2066.633637546319,1311.1423046378998,761.691604259816,0.580110497237569,39.85487664361239,25.437765,92.33966,17.806435
52.88388852410115,5.224201721155731,59.40153896021537,18.03052006388946,16.762167609548325,51.49001935696366,1.8155819632565895,1.7580948858595082,21.0,57.5,15.9,35.2,66.5,2.8,1489.2025803478027,1071.0406400480745,863.0843346803125,0.580110497237569,31.69936511371131,25.437765,92.07378,17.806435
41.00242151960419,6.037702644788309,59.88968049862399,17.958213344226372,16.600813017877307,66.88429918284143,1.330323659252266,2.2045331897436986,21.0,57.5,15.9,35.2,66.5,2.8,1238.1733321404417,1075.5116595118432,1110.3337445661145,0.580110497237569,39.58947734584522,25.437765,92.07378,17.806435
56.81331857278718,5.60525286014176,59.96859989276636,21.791012009668584,16.750234764931722,52.676945969532305,1.8006986381740782,1.8904025189510483,21.0,57.5,15.9,35.2,66.5,2.8,1650.690942231571,1306.776480466282,882.35121168929,0.580110497237569,41.19378399357004,25.437765,92.07378,17.806435
74.24773630766266,6.090510786632902,62.278416373227,17.492389017292723,16.868542210702074,62.89058404382345,1.6362141537228825,1.9264267360598128,21.0,57.5,15.9,35.2,66.5,2.8,1926.5426318240632,1089.3982865814194,1060.8724715989422,0.580110497237569,33.69780588047174,25.446047,92.02147,17.812233
81.50807683044032,6.279480952209314,63.03272318784822,20.325187843028793,17.05092287075081,53.110129054830296,1.7134835899335636,1.6966486263237135,21.0,57.5,15.9,35.2,66.5,2.8,2138.498558142851,1281.1519390506517,905.576714169533,0.580110497237569,34.48470203364624,25.446047,92.02147,17.812233
81.51572344852747,5.62163732061665,62.817862722625854,17.818262029030034,16.992833500537152,57.90719462071975,0.8526804229396385,2.080387278648793,21.0,57.5,15.9,35.2,66.5,2.8,2086.0136950287074,1119.3051380953855,984.0073166730914,0.580110497237569,37.06888565282491,25.446047,92.02147,17.812233
84.41615394025673,5.720776863679585,63.31075943340916,16.945933355202243,17.0921499869278,68.78105458361141,1.603155609192088,2.779709756941169,21.0,57.5,15.9,35.2,66.5,2.8,2128.6038332046387,1072.8599100257934,1175.6161012021541,0.580110497237569,47.10477628793047,25.446047,91.68663,17.812233
66.4207162088496,6.098509982483709,63.07364891938109,21.176070993039072,17.303172518129884,42.16640441134748,0.9094350368052424,1.508621725841251,21.0,57.5,15.9,35.2,66.5,2.8,1839.5325312396621,1335.6520673068362,729.6125699987784,0.580110497237569,31.94668076805546,25.446047,92.02147,17.812233
80.33082184460906,6.263278084457857,62.480286674985074,15.391465687781427,17.36187135063549,40.76740344872644,1.5683500272314224,1.8871946914743754,21.0,57.5,15.9,35.2,66.5,2.8,2010.1680381802,961.6631885207798,707.798413976242,0.580110497237569,29.046692339991104,25.446047,92.02147,17.812233
65.76079910525294,6.171901543348368,63.79990116970356,19.33797490664736,17.393897815895755,59.05352904365329,1.4637407988669502,2.3063952203796334,21.0,57.5,15.9,35.2,66.5,2.8,1787.0742542499063,1233.760887866309,1027.1710498533375,0.580110497237569,44.60101289651276,25.446047,91.95567,17.812233
61.91978552895658,6.087509946853382,62.66692011967594,16.32158502500536,17.843702628745064,51.86119057363903,1.3755955223306264,2.6796202168461716,21.0,57.5,15.9,35.2,66.5,2.8,1643.0687816332008,1022.8234649885098,925.3956625686915,0.580110497237569,43.735649203978085,25.446047,91.95567,17.812233
79.81854168225072,5.55557586353855,62.49244743258992,21.740578173795036,17.02954104333429,42.3479569851296,1.9441754058454737,1.9891687983304345,21.0,57.5,15.9,35.2,66.5,2.8,2132.741516976961,1358.621938679998,721.1662715796195,0.580110497237569,43.24567976097674,25.446047,92.02147,17.812233
39.833063057766275,6.043849975746928,61.12919266702193,19.235875614657317,15.744257510403738,67.166501422287,1.3379913834744377,2.969036787640726,21.0,57.5,15.9,35.2,66.5,2.8,1240.4477121208954,1175.873546567256,1057.4866944653854,0.580110497237569,57.11202234239874,25.446457,91.66203,17.81252
38.77132983574613,5.089771022244055,63.943237144574574,17.61942421513666,16.759276273022703,67.74492829475795,1.5933103837537896,2.844218997045025,21.0,57.5,15.9,35.2,66.5,2.8,1184.2058350685386,1126.6430209393432,1135.3559693879613,0.580110497237569,50.11350106968682,25.446768,91.7332,17.812737
38.511531882717044,5.617011087382339,63.21716762938357,21.36382473502961,16.63384812589083,61.18492161513929,1.2199033380191253,2.2062533367562223,21.0,57.5,15.9,35.2,66.5,2.8,1257.3824889726798,1350.560489479138,1017.7406937407619,0.580110497237569,47.13400960753419,25.446768,91.798996,17.812737
62.33928673404472,5.647535960275163,62.68862670085653,15.777542451599693,16.577523873621274,57.273620022510954,1.421668361250934,2.8182328863650854,21.0,57.5,15.9,35.2,66.5,2.8,1640.4534128985324,989.0724690052499,949.4548032518887,0.580110497237569,44.46478900311947,25.446768,92.00224,17.812737
54.3867712690273,5.619643266215947,61.83872254469655,21.89650090415534,17.70528393942105,57.34033847514344,0.5325535595611037,2.626609886444384,21.0,57.5,15.9,35.2,66.5,2.8,1601.9487156368355,1354.051644111759,1015.2269738849241,0.580110497237569,57.513565753392804,25.446955,91.39172,17.812868
57.29950750556117,6.201198681772006,67.47907134761276,18.471163711769243,17.058762138906154,67.28176055079196,0.9327685307609204,2.7785410534595805,21.0,57.5,15.9,35.2,66.5,2.8,1591.1840955639384,1246.4169739799124,1147.7435495227994,0.580110497237569,51.32288667832369,25.448004,91.46594,17.813602
